date,camera_canon,camera_nikon,camera_sony
2013-04-01,7.582329317269076,4.610441767068273,7.0843373493975905
2013-05-01,7.614457831325301,5.184738955823293,6.477911646586345
2013-06-01,7.931726907630522,5.208835341365462,7.742971887550201
2013-07-01,8.634538152610443,5.803212851405623,7.650602409638554
2013-08-01,8.502008032128513,4.775100401606426,7.606425702811245
2013-09-01,7.405622489959839,4.634538152610442,7.63855421686747
2013-10-01,7.008032128514056,4.718875502008032,7.951807228915663
2013-11-01,6.819277108433735,4.27710843373494,6.57429718875502
2013-12-01,7.220883534136546,4.718875502008032,6.534136546184739
2014-01-01,7.257028112449799,5.076305220883534,8.14859437751004
2014-02-01,8.088353413654618,4.646586345381526,8.14859437751004
2014-03-01,7.080321285140562,4.678714859437751,7.518072289156627
2014-04-01,7.943775100401607,5.0120481927710845,8.329317269076306
2014-05-01,6.875502008032129,4.606425702811245,7.795180722891566
2014-06-01,7.63855421686747,3.6706827309236947,7.566265060240964
2014-07-01,6.895582329317269,4.461847389558233,8.72289156626506
2014-08-01,6.983935742971887,4.598393574297189,7.293172690763052
2014-09-01,6.951807228915663,4.445783132530121,7.477911646586345
2014-10-01,7.48995983935743,4.714859437751004,9.481927710843374
2014-11-01,7.610441767068273,4.879518072289157,8.795180722891565
2014-12-01,7.208835341365462,4.919678714859438,8.353413654618475
2015-01-01,6.606425702811245,4.088353413654619,8.582329317269076
2015-02-01,7.449799196787149,3.9879518072289155,7.839357429718875
2015-03-01,7.413654618473895,4.321285140562249,7.943775100401607
2015-04-01,8.610441767068274,5.357429718875502,9.325301204819278
2015-05-01,8.670682730923694,4.562248995983936,8.453815261044177
2015-06-01,6.879518072289157,4.542168674698795,8.257028112449799
2015-07-01,7.835341365461847,4.542168674698795,7.7028112449799195
2015-08-01,8.614457831325302,5.289156626506024,8.586345381526105
2015-09-01,7.0843373493975905,4.405622489959839,7.78714859437751
2015-10-01,7.582329317269076,4.092369477911647,7.602409638554217
2015-11-01,7.550200803212851,5.626506024096385,8.108433734939759
2015-12-01,7.36144578313253,4.646586345381526,7.269076305220883
2016-01-01,8.522088353413654,4.895582329317269,8.269076305220883
2016-02-01,7.377510040160643,4.236947791164659,8.867469879518072
2016-03-01,7.7028112449799195,5.036144578313253,7.742971887550201
2016-04-01,7.7991967871485945,4.51004016064257,7.771084337349397
2016-05-01,7.321285140562249,4.895582329317269,7.863453815261044
2016-06-01,8.36144578313253,4.220883534136546,7.096385542168675
2016-07-01,8.706827309236948,4.9397590361445785,8.040160642570282
2016-08-01,8.80722891566265,5.208835341365462,9.27710843373494
2016-09-01,7.907630522088353,3.6224899598393576,8.14859437751004
2016-10-01,8.17269076305221,4.2730923694779115,8.437751004016064
2016-11-01,6.779116465863454,4.236947791164659,6.253012048192771
2016-12-01,7.341365461847389,4.586345381526105,6.546184738955823
2017-01-01,8.791164658634537,4.686746987951807,8.208835341365463
2017-02-01,7.742971887550201,4.168674698795181,7.365461847389558
2017-03-01,8.89558232931727,4.947791164658635,8.646586345381525
2017-04-01,8.052208835341366,4.397590361445783,8.032128514056225
2017-05-01,7.943775100401607,4.36144578313253,6.570281124497992
2017-06-01,8.144578313253012,4.485943775100401,7.449799196787149
2017-07-01,8.594377510040161,5.759036144578313,8.136546184738956
2017-08-01,9.096385542168674,5.461847389558233,8.333333333333334
2017-09-01,8.196787148594378,4.06425702811245,7.819277108433735
2017-10-01,8.546184738955823,4.293172690763052,6.437751004016064
2017-11-01,7.883534136546185,4.502008032128514,6.48995983935743
2017-12-01,8.140562248995984,4.124497991967871,7.0120481927710845
2018-01-01,9.257028112449799,5.016064257028113,8.61847389558233
2018-02-01,7.7028112449799195,4.293172690763052,7.281124497991968
2018-03-01,7.871485943775101,4.714859437751004,7.092369477911647
2018-04-01,8.176706827309237,4.265060240963855,7.63855421686747
2018-05-01,8.951807228915662,4.377510040160643,6.751004016064257
2018-06-01,8.76706827309237,4.132530120481928,7.180722891566265
2018-07-01,9.132530120481928,5.028112449799197,7.124497991967871
2018-08-01,9.092369477911646,4.751004016064257,7.040160642570281
2018-09-01,9.23293172690763,4.2730923694779115,6.975903614457831
2018-10-01,8.144578313253012,4.293172690763052,7.642570281124498
2018-11-01,9.180722891566266,4.4417670682730925,7.662650602409639
2018-12-01,8.29718875502008,3.610441767068273,6.967871485943775
2019-01-01,8.481927710843374,4.57429718875502,6.622489959839357
2019-02-01,10.751004016064257,4.823293172690763,7.718875502008032
2019-03-01,9.076305220883533,4.373493975903615,7.032128514056225
2019-04-01,11.100401606425702,5.0602409638554215,7.93574297188755
2019-05-01,10.377510040160642,4.36144578313253,8.152610441767068
2019-06-01,9.08433734939759,4.024096385542169,6.971887550200803
2019-07-01,10.269076305220883,4.136546184738956,8.08433734939759
2019-08-01,10.124497991967871,4.204819277108434,7.357429718875502
2019-09-01,9.269076305220883,4.5582329317269075,7.859437751004016
2019-10-01,9.184738955823294,4.096385542168675,7.2008032128514055
2019-11-01,8.36144578313253,3.6184738955823295,6.895582329317269
2019-12-01,9.903614457831326,4.028112449799197,7.353413654618474
2020-01-01,8.907630522088354,4.232931726907631,7.742971887550201
2020-02-01,10.19277108433735,4.919678714859438,6.57429718875502
2020-03-01,10.72289156626506,4.815261044176707,6.951807228915663
