,Year-month,Africa Canon camera,Americas Canon camera,Asia Canon camera,Europe Canon camera,Oceania Canon camera,Africa Nikon camera,Americas Nikon camera,Asia Nikon camera,Europe Nikon camera,Oceania Nikon camera,Africa Sony camera,Americas Sony camera,Asia Sony camera,Europe Sony camera,Oceania Sony camera
0,2006-01-01,0.6346153846153846,2.526315789473684,8.365853658536585,14.863636363636363,3.875,0.6538461538461539,0.7368421052631579,7.7560975609756095,8.136363636363637,1.875,2.5576923076923075,9.894736842105264,15.585365853658537,15.636363636363637,2.5833333333333335
1,2006-02-01,3.3653846153846154,1.6578947368421053,10.975609756097562,11.25,4.791666666666667,0.4807692307692308,0.8157894736842105,6.146341463414634,6.7272727272727275,1.4583333333333333,1.9230769230769231,2.789473684210526,17.024390243902438,16.113636363636363,2.0833333333333335
2,2006-03-01,1.9230769230769231,1.763157894736842,9.75609756097561,15.590909090909092,4.125,0.0,0.6842105263157895,5.2682926829268295,3.5681818181818183,1.75,0.0,8.078947368421053,19.121951219512194,19.477272727272727,2.4583333333333335
3,2006-04-01,0.5384615384615384,4.315789473684211,9.170731707317072,15.318181818181818,3.7916666666666665,0.5576923076923077,1.394736842105263,4.439024390243903,3.5454545454545454,0.625,2.75,4.815789473684211,20.536585365853657,15.227272727272727,3.9166666666666665
4,2006-05-01,3.2115384615384617,6.7105263157894735,11.0,19.818181818181817,5.583333333333333,0.6346153846153846,0.5263157894736842,6.7073170731707314,1.3181818181818181,0.4166666666666667,1.9230769230769231,8.552631578947368,14.0,10.681818181818182,2.3333333333333335
5,2006-06-01,1.2884615384615385,3.8947368421052633,13.414634146341463,19.704545454545453,4.208333333333333,0.4807692307692308,0.5526315789473685,3.024390243902439,4.363636363636363,0.9583333333333334,4.0,6.078947368421052,17.70731707317073,16.84090909090909,3.1666666666666665
6,2006-07-01,0.0,4.684210526315789,12.21951219512195,20.5,4.791666666666667,0.0,1.4473684210526316,4.2682926829268295,4.5227272727272725,0.5416666666666666,1.9230769230769231,4.394736842105263,20.097560975609756,15.886363636363637,3.0
7,2006-08-01,0.7692307692307693,8.526315789473685,11.634146341463415,16.681818181818183,3.3333333333333335,0.0,2.3947368421052633,2.731707317073171,4.545454545454546,1.7083333333333333,3.076923076923077,12.763157894736842,14.902439024390244,17.40909090909091,3.2916666666666665
8,2006-09-01,0.9615384615384616,4.157894736842105,8.634146341463415,17.681818181818183,6.25,0.0,1.368421052631579,4.536585365853658,7.795454545454546,4.583333333333333,0.9615384615384616,10.263157894736842,18.536585365853657,13.159090909090908,1.6666666666666667
9,2006-10-01,0.6346153846153846,9.105263157894736,8.804878048780488,19.681818181818183,3.375,0.0,0.8157894736842105,3.4146341463414633,7.409090909090909,1.0416666666666667,5.134615384615385,8.5,26.804878048780488,16.09090909090909,3.9166666666666665
10,2006-11-01,0.8461538461538461,2.210526315789474,12.121951219512194,13.795454545454545,4.833333333333333,0.0,1.1578947368421053,5.658536585365853,7.090909090909091,1.5416666666666667,6.846153846153846,4.526315789473684,16.365853658536587,15.477272727272727,1.9583333333333333
11,2006-12-01,0.0,3.789473684210526,12.195121951219512,12.159090909090908,4.666666666666667,0.0,1.605263157894737,4.682926829268292,3.590909090909091,0.9583333333333334,3.8461538461538463,5.131578947368421,9.951219512195122,9.25,2.7083333333333335
12,2007-01-01,2.0576923076923075,4.815789473684211,15.170731707317072,18.545454545454547,4.916666666666667,1.5961538461538463,1.2105263157894737,6.902439024390244,7.159090909090909,0.9583333333333334,4.038461538461538,4.5,16.951219512195124,15.204545454545455,2.4583333333333335
13,2007-02-01,0.9615384615384616,3.0526315789473686,13.0,21.522727272727273,4.541666666666667,0.0,3.6052631578947367,4.975609756097561,7.204545454545454,1.2083333333333333,6.730769230769231,3.8684210526315788,18.609756097560975,16.727272727272727,2.5833333333333335
14,2007-03-01,1.25,10.473684210526315,15.658536585365853,15.431818181818182,3.6666666666666665,0.0,4.868421052631579,5.512195121951219,4.909090909090909,1.7916666666666667,4.519230769230769,3.0789473684210527,20.29268292682927,18.295454545454547,2.875
15,2007-04-01,2.4038461538461537,6.0,10.121951219512194,16.25,4.833333333333333,0.4807692307692308,2.763157894736842,9.146341463414634,4.045454545454546,1.1666666666666667,4.8076923076923075,7.026315789473684,19.75609756097561,20.613636363636363,2.3333333333333335
16,2007-05-01,1.9230769230769231,2.710526315789474,10.317073170731707,10.5,3.9583333333333335,0.0,2.5789473684210527,4.2439024390243905,3.840909090909091,1.5,0.0,7.868421052631579,12.268292682926829,12.931818181818182,2.875
17,2007-06-01,1.5384615384615385,1.8421052631578947,8.439024390243903,13.204545454545455,4.666666666666667,0.5,0.6842105263157895,5.121951219512195,4.931818181818182,1.375,1.8076923076923077,5.368421052631579,15.707317073170731,18.227272727272727,2.2916666666666665
18,2007-07-01,0.0,4.473684210526316,9.731707317073171,16.613636363636363,4.75,0.0,0.8421052631578947,4.7560975609756095,5.2272727272727275,0.7916666666666666,1.9230769230769231,7.842105263157895,14.78048780487805,16.795454545454547,2.7916666666666665
19,2007-08-01,0.0,3.026315789473684,8.439024390243903,16.204545454545453,4.458333333333333,0.0,1.4473684210526316,4.317073170731708,7.431818181818182,0.7916666666666666,1.9230769230769231,8.68421052631579,14.073170731707316,12.727272727272727,3.0833333333333335
