date,dslr_canon,dslr_nikon,dslr_sony
2006-01-01,0.30120481927710846,1.3052208835341366,0.40160642570281124
2006-02-01,1.5903614457831325,0.7951807228915663,0.42570281124497994
2006-03-01,0.7309236947791165,1.9799196787148594,0.5020080321285141
2006-04-01,2.0522088353413657,0.4939759036144578,1.4698795180722892
2006-05-01,1.497991967871486,0.41365461847389556,0.8995983935742972
2006-06-01,0.6666666666666666,0.9116465863453815,3.2409638554216866
2006-07-01,0.927710843373494,1.1285140562248996,1.1566265060240963
2006-08-01,2.3453815261044175,0.18875502008032127,1.0803212851405624
2006-09-01,2.393574297188755,0.8514056224899599,0.7710843373493976
2006-10-01,1.393574297188755,0.8232931726907631,1.3975903614457832
2006-11-01,1.9919678714859437,1.2289156626506024,1.5983935742971886
2006-12-01,1.2048192771084338,0.5301204819277109,2.682730923694779
2007-01-01,2.036144578313253,1.21285140562249,0.7670682730923695
2007-02-01,1.4176706827309238,1.2931726907630523,0.9036144578313253
2007-03-01,2.5502008032128516,3.8072289156626504,1.6746987951807228
2007-04-01,1.963855421686747,1.2208835341365463,1.2329317269076305
2007-05-01,1.4457831325301205,1.0281124497991967,2.746987951807229
2007-06-01,2.0923694779116464,0.6666666666666666,2.0602409638554215
2007-07-01,2.502008032128514,2.887550200803213,1.4377510040160641
2007-08-01,3.5823293172690764,1.3453815261044177,3.104417670682731
2007-09-01,2.2048192771084336,1.8273092369477912,0.7871485943775101
2007-10-01,3.566265060240964,1.9959839357429718,1.6666666666666667
2007-11-01,2.7630522088353415,2.1686746987951806,2.2971887550200805
2007-12-01,2.9879518072289155,2.5542168674698793,1.6867469879518073
2008-01-01,2.7228915662650603,1.7309236947791165,2.3734939759036147
2008-02-01,3.0080321285140563,3.1285140562248994,1.895582329317269
2008-03-01,3.7751004016064256,1.5943775100401607,1.859437751004016
2008-04-01,2.4538152610441766,2.7630522088353415,1.6104417670682731
2008-05-01,4.192771084337349,1.0281124497991967,2.8112449799196786
2008-06-01,2.7429718875502007,1.1526104417670682,3.7349397590361444
2008-07-01,2.6706827309236947,1.7429718875502007,2.4136546184738954
2008-08-01,3.281124497991968,1.6867469879518073,2.2610441767068274
2008-09-01,3.8353413654618476,1.8152610441767068,2.783132530120482
2008-10-01,2.502008032128514,2.78714859437751,2.7429718875502007
2008-11-01,2.927710843373494,1.7911646586345382,2.9116465863453813
2008-12-01,3.9919678714859437,3.104417670682731,2.5421686746987953
2009-01-01,4.100401606425703,1.9477911646586346,1.9839357429718876
2009-02-01,3.068273092369478,2.7228915662650603,2.642570281124498
2009-03-01,2.5582329317269075,1.8273092369477912,2.4417670682730925
2009-04-01,5.923694779116466,2.4859437751004014,4.040160642570281
2009-05-01,4.907630522088353,2.032128514056225,2.6987951807228914
2009-06-01,3.397590361445783,3.8273092369477912,1.6104417670682731
2009-07-01,3.4016064257028114,3.1566265060240966,2.678714859437751
2009-08-01,2.783132530120482,2.570281124497992,2.678714859437751
2009-09-01,3.710843373493976,4.216867469879518,2.9156626506024095
2009-10-01,3.8072289156626504,3.6345381526104417,4.204819277108434
2009-11-01,4.269076305220883,2.887550200803213,3.285140562248996
2009-12-01,5.650602409638554,2.823293172690763,2.7710843373493974
2010-01-01,4.730923694779117,3.5823293172690764,2.5301204819277108
2010-02-01,5.634538152610442,3.7389558232931726,2.2730923694779115
2010-03-01,5.63855421686747,3.6867469879518073,2.7228915662650603
2010-04-01,4.4417670682730925,2.9076305220883536,2.289156626506024
2010-05-01,4.469879518072289,3.4216867469879517,1.7469879518072289
2010-06-01,4.9397590361445785,3.646586345381526,2.6586345381526106
2010-07-01,3.895582329317269,3.140562248995984,2.2008032128514055
2010-08-01,4.690763052208835,4.465863453815261,3.6947791164658637
2010-09-01,5.405622489959839,3.7389558232931726,3.3052208835341363
2010-10-01,5.401606425702811,3.1686746987951806,2.674698795180723
2010-11-01,6.791164658634538,3.353413654618474,2.3052208835341363
2010-12-01,5.172690763052209,3.068273092369478,3.4056224899598395
2011-01-01,6.325301204819277,4.06425702811245,3.6666666666666665
2011-02-01,5.582329317269076,4.048192771084337,3.2208835341365463
2011-03-01,6.835341365461847,3.5100401606425704,2.5060240963855422
2011-04-01,6.93574297188755,5.192771084337349,2.3293172690763053
2011-05-01,5.449799196787149,4.839357429718875,2.1606425702811247
2011-06-01,7.927710843373494,5.285140562248996,2.4497991967871484
2011-07-01,6.779116465863454,5.160642570281125,1.714859437751004
2011-08-01,7.293172690763052,5.397590361445783,2.1686746987951806
