date,camera_canon_africa,camera_canon_americas,camera_canon_asia,camera_canon_europe,camera_canon_oceania,camera_nikon_africa,camera_nikon_americas,camera_nikon_asia,camera_nikon_europe,camera_nikon_oceania,camera_sony_africa,camera_sony_americas,camera_sony_asia,camera_sony_europe,camera_sony_oceania
2006-01-01,0.007346885035643219,0.11243275169285229,0.1424222353845035,0.14703292846958083,0.01787279937744388,0.007569517915511196,0.04235134331373339,0.25968607439157204,0.046934894931574114,0.007902094794503498,0.018601916322903613,0.1985333564587865,0.5713402820057147,0.09266081788892219,0.009869950085529614
2006-02-01,0.05139006446015729,0.09722556661340058,0.4687939922958326,0.08241196108918217,0.018725857996616888,0.003911027845246086,0.050023181872455115,0.09968198547860213,0.03521708779629005,0.007063813889060251,0.029050350365378605,0.1286459653537519,0.3980959339232077,0.10344202883977197,0.00985517237179985
2006-03-01,0.011203546619055357,0.10273048473385989,0.2260992666943112,0.11722364053399766,0.01917813503202584,0.0,0.050320069198857745,0.18390269989365354,0.0617517873554568,0.005597494679208961,0.0,0.15449763557594234,0.4959180232642552,0.1055324674897644,0.010869214546242187
2006-04-01,0.004380351186675616,0.11328060891929596,0.4273300556336639,0.08323589140771294,0.019168283222872663,0.00453679230048546,0.06128041658603831,0.06761304882861874,0.03883273071627506,0.004443290770743155,0.028990255880620902,0.16253309603265678,0.3431837132227467,0.08298070704894286,0.01203327026386117
2006-05-01,0.02617143423841481,0.1270415388831024,0.4609418372392935,0.1321486149534205,0.01987021009592952,0.007346885035643219,0.042775326688172736,0.16305652832620374,0.017230840669692393,0.002962193847162103,0.005596199330429442,0.15938094775627054,0.2562070675901249,0.12335430571398107,0.012812440314385365
2006-06-01,0.014916402951154416,0.11905510588936603,0.17398849439862452,0.10771281754438375,0.018118641513454704,0.003911027845246086,0.03960163889737375,0.0795163783447036,0.042364852385131324,0.005633094214184584,0.05873694949580051,0.14519561051109459,0.25234017839519113,0.08485686230243455,0.011893108529837701
2006-07-01,0.0,0.1561420589096644,0.32603028196503364,0.11828018553078173,0.018725857996616888,0.0,0.05490862344553368,0.16640654045923184,0.046150366337044606,0.0038508520013107346,0.011255031287260393,0.1268645936196218,0.3926793033780782,0.08638753216777072,0.013068134259549367
2006-08-01,0.006257644552393737,0.15713760211619945,0.2998706008926922,0.08997294681898246,0.0152018990104214,0.0,0.06175749069721686,0.0729051943260196,0.04375661634044047,0.007189197909353957,0.020641498115851,0.16585082972879056,0.5915707036708284,0.08492312410046632,0.013253747337701632
2006-09-01,0.007822055690492172,0.12143692956126183,0.34312894885717043,0.09159827969018114,0.016132641748789586,0.0,0.04119967588823967,0.1260126143052499,0.04658386174888834,0.008985099633018056,0.014609118069073142,0.14897468633312447,0.4097938713765824,0.16224670325684984,0.011848775388648413
2006-10-01,0.005162556755724833,0.1554386002414989,0.34525311672955783,0.09270359438334498,0.017858021663714117,0.0,0.04530330730006307,0.14967045178498298,0.0350615854017508,0.0026856780807522425,0.04399987389931753,0.173547393935937,0.4563009751372373,0.16564920417922924,0.015101144513010627
2006-11-01,0.006883409007633111,0.11342311132110937,0.17513424324186444,0.07705409315376231,0.0190220773813331,0.0,0.05147831888489056,0.17977308157249272,0.04475637190091315,0.0060043203704891164,0.045857662210233276,0.1600960429924751,0.5916496359491863,0.09404496041268981,0.010618446505654775
2006-12-01,0.0,0.12589050838010604,0.36395174073018355,0.15093611124757148,0.020905074091617716,0.0,0.05249990551575546,0.07909070033570914,0.03202444434761785,0.003745171599323377,0.033518319274058024,0.135896640629179,0.3827058584198578,0.0815362803773941,0.010994598566535894
2007-01-01,0.011125385607398267,0.12592559025042435,0.3935573236960784,0.09066314511232852,0.021738429092484374,0.0059224024450331226,0.049919491105138374,0.08602258887387912,0.04270127665720142,0.0042171522530386795,0.0242502107306579,0.1287285879159114,0.4894443415104977,0.17124475385675916,0.009689262911953935
2007-02-01,0.017918706371979787,0.12962288795892804,0.488993251088822,0.13449750611922012,0.017184532015177275,0.0,0.06998606508136361,0.09819018868840564,0.03228794532643088,0.007410410522481846,0.029109140671067388,0.14422403351407995,0.2998546916730771,0.1404761267758511,0.011049901719817868
2007-03-01,0.009071402374208835,0.15375951746673688,0.2158285300554132,0.10495933231465747,0.014975760492716924,0.0,0.0927639971068174,0.09457593747567465,0.03434573906804166,0.008017627005644028,0.021406380856859912,0.1315138604685987,0.2759052453499184,0.09339917074085692,0.012651456759116038
2007-04-01,0.01371374453114403,0.11689232614790374,0.31671067556805155,0.09726377657309643,0.020674009669336652,0.003911027845246086,0.05014261996563936,0.15408711132375144,0.0417061646327833,0.005934239503477381,0.023783957962326602,0.14881649865946778,0.48461418281013857,0.10564449300976228,0.009036595084662955
2007-05-01,0.022263287986797636,0.11919948367579615,0.17494084113767636,0.11001275374635158,0.017993257493161,0.0,0.06927325154088396,0.09005011465849856,0.031052801647923574,0.0050001300051999535,0.0,0.15741605827370897,0.2500712883608111,0.14402123748838072,0.012651456759116038
2007-06-01,0.0135743573617176,0.10231574408145697,0.13833306760233424,0.07696125146281238,0.01689323853503765,0.005192728982044189,0.04768546346462838,0.10156681100877611,0.032641451369986516,0.005291423485339576,0.019140313024020188,0.1454503336230586,0.27649622471957874,0.09441257727501594,0.01346018223709976
2007-07-01,0.0,0.137038744800134,0.1603013172477499,0.09336498664838816,0.018429638611900678,0.0,0.05132560584308792,0.08266324184939734,0.04107995968429032,0.0039762360216044415,0.00998237187437017,0.16522657683571884,0.30509181405987085,0.09132043166410908,0.013238969623971869
2007-08-01,0.0,0.11763143067314386,0.21166471366209502,0.1622980464944877,0.019423977168036666,0.0,0.05964913390710671,0.0733941439869382,0.035581109387574736,0.0039762360216044415,0.022263287986797636,0.1589946841197612,0.24399018939357323,0.09195380452158096,0.012244631067835883
2007-09-01,0.0,0.13242850478417253,0.2771134661773612,0.09866104264150571,0.02039749390292679,0.0,0.05144551869019449,0.2063428383560208,0.03696411987134159,0.005628168309607997,0.07759178443895146,0.141123449724108,0.4075587715026221,0.08961851156854213,0.0096191820449422
2007-10-01,0.0,0.1252520314520978,0.28438905036240203,0.08564850436986174,0.018284550973300624,0.0,0.05135005665156707,0.19343374162674884,0.07615959885821334,0.005301275294492751,0.007995124803298401,0.1583386676339692,0.45871120310392827,0.09929853348120561,0.012059017989683616
2007-11-01,0.006233720636303337,0.12990816530061194,0.18470740825556223,0.09298285994696331,0.01771181582217455,0.0056275156436301965,0.05306308732399519,0.06299579483120468,0.03349336953028426,0.003328494098890048,0.021657082994124496,0.1533039960754046,0.21871660778437554,0.09050684268718731,0.014604534336412392
2007-12-01,0.018185840601252407,0.10708347955740004,0.36275803891277186,0.11453791007538634,0.016336399300580853,0.0025030578209574946,0.051675167084568235,0.2161224715062472,0.03271905681111195,0.005040655444752164,0.017575901885921754,0.1373060735159136,0.34370570357026614,0.0912184780892516,0.014267789512143969
2008-01-01,0.011179625491182794,0.12032614691345717,0.32653071342856665,0.08908413652455821,0.01629206615939157,0.0066428331906973346,0.06374094106779235,0.15902284802442687,0.042798847354643704,0.005035729540175576,0.02568114001633129,0.15005251331955574,0.4436736493178662,0.09131435284329718,0.00829414277205389
2008-02-01,0.010481554625259508,0.14434514728713446,0.35845347660903476,0.13214045491859933,0.019544435283753783,0.007650684871952424,0.04740464431091549,0.1979545768921977,0.04114016122317505,0.007530868638198966,0.06841893954072584,0.17164002228585803,0.3765413377516466,0.12992372050364345,0.008569540335524239
2008-03-01,0.019190002299528407,0.1167723859662909,0.20672365833394757,0.0951945681378469,0.018133419227184467,0.008050803214985925,0.04460233262347868,0.11107954565570141,0.047225621532391404,0.007119117042342223,0.028708687519109013,0.1249766163145459,0.25253409345377,0.09450601450689516,0.0103923079879503
