,Date,Africa_Canon_camera,Americas_Canon_camera,Asia_Canon_camera,Europe_Canon_camera,Oceania_Canon_camera,Africa_Nikon_camera,Americas_Nikon_camera,Asia_Nikon_camera,Europe_Nikon_camera,Oceania_Nikon_camera,Africa_Sony_camera,Americas_Sony_camera,Asia_Sony_camera,Europe_Sony_camera,Oceania_Sony_camera
0,2006-01-01,0.0007422725121447074,0.011359336731351071,0.014389242506346742,0.014855071319835034,0.0018057295886068192,0.000764765618573335,0.004278852580607394,0.026236674981637783,0.0047419392299034805,0.000798366617398444,0.0018793939326285426,0.020058276742897504,0.057723808710274487,0.009361733270373934,0.0009971835150796701
1,2006-02-01,0.0051920551446031655,0.009822920220569794,0.047363323728572417,0.008326267947798845,0.001891916041938848,0.0003951400423001926,0.005053955886583168,0.010071097807820307,0.0035580625125004846,0.0007136731901095248,0.0029350229981522542,0.012997394598818601,0.040220538025868544,0.010450983544146409,0.0009956904890365606
2,2006-03-01,0.001131919807307627,0.010379094624089162,0.022843323377057474,0.011843371132089681,0.001937610619930699,0.0,0.005083951088702662,0.018580108219742313,0.006238923585626473,0.0005655276238971812,0.0,0.015609247663875014,0.05010372629493153,0.010662185317508363,0.001098141477257053
3,2006-04-01,0.0004425568473762157,0.011444997676140484,0.04317412786116459,0.008409511502638883,0.0019366152692352927,0.00045836244906822334,0.0061912999242420405,0.0068311001688877914,0.003923359143687056,0.00044891577676635884,0.002928951515619081,0.01642108851758489,0.03467263142204523,0.008383729646229625,0.0012157486750832818
4,2006-05-01,0.002644159551201877,0.012835295741800595,0.046570002636532666,0.013351275257750277,0.002007532538374264,0.0007422725121447074,0.004321688585652506,0.016473972073212047,0.0017408710396593263,0.00029927718451090593,0.0005653967518625691,0.01610261980486996,0.025885183008406906,0.012462766184848382,0.0012944699981997636
5,2006-06-01,0.0015070381307180423,0.012028408244231757,0.017578453479942815,0.010882471044662861,0.001830567578993557,0.0003951400423001926,0.004001043686785772,0.008033720634557973,0.004280217432829069,0.0005691243259184244,0.005934327656747873,0.014669442905883033,0.025494502394380204,0.008573281880465834,0.0012015878161729518
6,2006-07-01,0.0,0.015775387494977512,0.03293958123141441,0.011950116277161657,0.001891916041938848,0.0,0.005547543164972877,0.016812431421579982,0.0046626765208933885,0.0003890603398641777,0.001137121420483835,0.012817418559212508,0.039673283516972996,0.008727928939824344,0.001320303339281908
7,2006-08-01,0.000632224067680308,0.015875969490378054,0.030296609129323908,0.009090171540235796,0.0015358824471993007,0.0,0.006239499807221794,0.007365777670159882,0.004420830512033095,0.0007263410229767454,0.002085457522004297,0.016756286702027515,0.05976773424310352,0.0085799764606921,0.0013390562509088873
8,2006-09-01,0.0007902800846003852,0.012269049309369786,0.03466709845358103,0.009254382618471403,0.0016299175038549155,0.0,0.004162497000122716,0.012731341150500373,0.0047064735487210175,0.0009077850604867802,0.00147599243988989,0.015051251535036008,0.04140240726409706,0.016392153603791218,0.0011971087380436237
9,2006-10-01,0.0005215848558362541,0.015704315465093287,0.03488170796702851,0.009366055076938471,0.0018042365625637099,0.0,0.004577096219001525,0.015121546301771703,0.0035423517517523336,0.00027134016745062776,0.004445407376711101,0.01753388809652402,0.04610112577861287,0.016735916013979543,0.0015257029910705957
10,2006-11-01,0.000695446474448339,0.01145939501804355,0.01769421109259534,0.007784950359069831,0.0019218437603899384,0.0,0.0052009716899467815,0.018162883484282924,0.004521838091136682,0.000606630149172383,0.004633103956946995,0.016174867503700844,0.059775708950787355,0.009501576339007627,0.001072805811522612
11,2006-12-01,0.0,0.012719004511045068,0.036770872496384555,0.015249418757139864,0.00211208720257289,0.0,0.00530418491176619,0.007990713416727812,0.003235502480387395,0.0003783832083877696,0.003386432063346585,0.013729946819974408,0.03866564367941466,0.00823779593297594,0.0011108093101242736
12,2007-01-01,0.0011240230224535,0.012722548912228097,0.03976199190753502,0.00915990384427955,0.002196282954514106,0.0005983537947687267,0.005043479772424716,0.008691057888455898,0.004314207142531129,0.00042606848777043324,0.002450053968689609,0.013005742144271732,0.04944967549722957,0.017301247129931464,0.0009789282788003938
13,2007-02-01,0.0018103676767208796,0.01309609531249481,0.049404100805523196,0.013588589076863267,0.001736192370923636,0.0,0.00707085140042873,0.009920378183694376,0.00326212458384311,0.0007486906366249679,0.0029409627165065846,0.014571282271162696,0.03029500178466658,0.014192622725467813,0.0011163967135363294
14,2007-03-01,0.0009165044228012668,0.015534673911798942,0.0218056474845472,0.010604280166664003,0.0015130351582033751,0.0,0.009372157701530355,0.00955522215985835,0.003470028167831526,0.0008100390995702584,0.002162735365731317,0.01328714456783775,0.0278753347284215,0.009436330739042067,0.0012782054633112998
15,2007-04-01,0.0013855308140331905,0.01180989768579475,0.031998000191432584,0.009826780659740247,0.0020887422382292616,0.0003951400423001926,0.005066022988905244,0.015567771464575351,0.004213668710440967,0.000599549719717218,0.0024029473906004377,0.015035269474428575,0.048961673573260533,0.010673503510694966,0.0009129877631384539
16,2007-05-01,0.00224931064286275,0.012042995060509877,0.017674671237944924,0.01111483883238853,0.0018178997461263365,0.0,0.006998834226508671,0.009097967982648671,0.003137335207575838,0.000505174511647297,0.0,0.015904102549566267,0.02526527127160792,0.014550793327247225,0.0012782054633112998
17,2007-06-01,0.0013714482111465327,0.010337192432282143,0.013976104580882222,0.007775570351782547,0.0017067623278202485,0.0005246332245147368,0.004817770876630502,0.01026152601983795,0.003297840103785965,0.0005346045547506843,0.0019337893764022503,0.014695178161477963,0.02793504271884402,0.009538717507078411,0.0013599128385140002
18,2007-07-01,0.0,0.013845336203092947,0.016195606828789264,0.00943287704239797,0.0018619883234877572,0.0,0.005185542743852462,0.008351655414763912,0.004150401799637232,0.0004017281727313983,0.0010085417442091088,0.016693217011824676,0.030824120175875262,0.00922631100018605,0.001337563224865778
19,2007-08-01,0.0,0.011884571097727276,0.021384967640043953,0.016397340927915418,0.0019624486103174375,0.0,0.006026487723393071,0.0074151773669513255,0.0035948404421573266,0.0004017281727313983,0.00224931064286275,0.016063594710774853,0.024650884006105125,0.009290302101143675,0.001237102938036098
20,2007-09-01,0.0,0.013379553164208337,0.02799740402778588,0.009967949629950207,0.0020608052211689835,0.0,0.005197657811643558,0.020847286468554826,0.003734569138213917,0.0005686266505707212,0.007839274533067295,0.014258023235839284,0.04117659003811761,0.00905436214040708,0.0009718478493452288
21,2007-10-01,0.0,0.012654497734227426,0.028732472852757325,0.008653263279828668,0.0018473297892297243,0.0,0.005188013064668118,0.019543051052828483,0.007694577565071412,0.0005355999054460906,0.0008077656508661009,0.015997315872525068,0.046344636594284755,0.010032356780022324,0.0012183500264091186
22,2007-11-01,0.00062980698000157,0.013124917531440983,0.01866140973656747,0.009394269912267567,0.0017894650537183554,0.0005685607102419175,0.005361084451308216,0.006364608491497516,0.003383911333962841,0.0003362853324171615,0.0021880643731030974,0.015488651549146,0.022097436548993658,0.009144112254619306,0.0014755293349494165
23,2007-12-01,0.0018373568557375711,0.010818887595851536,0.036650270085639966,0.011572025672784777,0.0016505035929393107,0.00025288962707212324,0.005220859711465703,0.021835345058154987,0.003305680758085141,0.0005092688890162431,0.0017757333594821732,0.013872345031523969,0.034725369294584245,0.009216010398534537,0.0014415072391293796
