date,mirrorless_canon,mirrorless_nikon,mirrorless_sony
2015-09-01,0.04273830645700443,0.0598450837917578,0.11957224221919314
2015-10-01,0.066082328657759,0.05835007981647402,0.10109332215306521
2015-11-01,0.07410299760478219,0.039278637749070595,0.1175263298475883
2015-12-01,0.06253405003012616,0.05512712841911855,0.11105886371177032
2016-01-01,0.0482348091001456,0.047557298262028515,0.11452224190422446
2016-02-01,0.053250213563282196,0.059253690302995085,0.1135404865401835
2016-03-01,0.047046651476269144,0.06573440142167858,0.08465453743257367
2016-04-01,0.04574680892430236,0.0394320624357416,0.08712148621182181
2016-05-01,0.04689061253016083,0.041781979244628856,0.11226705993766178
2016-06-01,0.060517046520364,0.037931243046050216,0.0961205546942198
2016-07-01,0.07187197324900031,0.035398422065654675,0.08772660376588497
2016-08-01,0.0652267719810044,0.052997448250048054,0.0787051033699006
2016-09-01,0.05839150987557504,0.029908417279657734,0.09903985798432936
2016-10-01,0.054954213506486334,0.030944124062837367,0.09634114633299726
2016-11-01,0.04629262933724056,0.031804713382051354,0.09179435063990207
2016-12-01,0.06358639054594564,0.03284498965393445,0.09670228888490319
2017-01-01,0.0697513305221446,0.04788277137839007,0.07904638164308293
2017-02-01,0.08127769915191699,0.046584912538473175,0.08080395027536631
2017-03-01,0.05322576278651375,0.03825516499793564,0.0897045535046826
2017-04-01,0.057307779776630235,0.028765723475834917,0.10262519254614019
2017-05-01,0.06599049175949247,0.051510655518885035,0.08978820036816584
2017-06-01,0.08016541520783661,0.028559994187986864,0.10317738683444969
2017-07-01,0.05172611818751938,0.04933087051844225,0.0694771630717697
2017-08-01,0.06433924785010338,0.04265636704111398,0.09961735498800973
2017-09-01,0.05265859432756131,0.04805993203505147,0.11409168566272587
2017-10-01,0.0766747819133603,0.041950405396883335,0.08266165725686869
2017-11-01,0.06435300116620692,0.05197306048851048,0.10294233339641466
2017-12-01,0.0512440973460129,0.040845106796437436,0.10334130256138663
2018-01-01,0.0806530013067014,0.04239890803280378,0.08858904367650443
2018-02-01,0.06336099591678268,0.04165750472793237,0.09510427057412471
2018-03-01,0.07462550077841872,0.037931250177147255,0.09543245652388548
2018-04-01,0.08178630754403156,0.031238624035212034,0.09003690677193775
2018-05-01,0.0653678283638349,0.05044343248914262,0.0885875519225053
2018-06-01,0.08610347535019525,0.03284099345299862,0.08873130456789913
2018-07-01,0.07300032127126117,0.09102347388414388,0.07062578432833441
2018-08-01,0.06846111343342261,0.11625171634523455,0.048432595947988405
2018-09-01,0.10942358519249977,0.03902191048991272,0.06166530537080591
2018-10-01,0.08985769621891569,0.05213218034476915,0.0743668193913361
2018-11-01,0.09170089404842971,0.03475430359560942,0.08443053627059653
2018-12-01,0.08458897755372882,0.039264779530858544,0.0755858552923976
2019-01-01,0.08458580945092356,0.0394932522024127,0.08367343025352236
2019-02-01,0.09084916065003495,0.04055420149627096,0.06539825252057437
2019-03-01,0.07570526722716199,0.04813233275737124,0.09911089280670153
2019-04-01,0.0773082358724868,0.03977759945563029,0.08094896226005079
2019-05-01,0.07921609704047507,0.05017398679132807,0.08200114666935929
2019-06-01,0.09731873438805244,0.029372181712018983,0.06936122375153028
2019-07-01,0.08467679206548631,0.04096067141128009,0.0909964900380956
2019-08-01,0.09786054466058038,0.04598239740232071,0.08482726500935141
2019-09-01,0.08685879741054353,0.045423597905552254,0.08998321202449511
2019-10-01,0.09376575055928042,0.03877201887861464,0.07543139788255143
2019-11-01,0.07643282362596601,0.040676287791707476,0.08105148577811659
2019-12-01,0.09098357466014391,0.0404862199638528,0.07915847277967888
2020-01-01,0.08661196821718471,0.04550870493855015,0.09223571347188499
2020-02-01,0.07764022036220819,0.03853912362481261,0.08323321914108088
2020-03-01,0.08406845914405862,0.0399182453678775,0.0912672376753425
