date,camera_canon,camera_nikon,camera_sony
2006-01-01,0.09113901069325508,0.08221222276132985,0.2002156289148622
2006-02-01,0.162169845378166,0.04277643957989067,0.1500579602675508
2006-03-01,0.10356838874942105,0.067081042903925,0.17151914157605613
2006-04-01,0.14405642309423936,0.03826465390319099,0.14002847581576489
2006-05-01,0.17069848685461023,0.05285683123574185,0.1216364260856721
2006-06-01,0.09354978954852404,0.03727475392818609,0.12305482586102186
2006-07-01,0.13538861332078914,0.06047279404720108,0.14059458386294577
2006-08-01,0.124749764844179,0.03973988319354417,0.19739863849293704
2006-09-01,0.12835098804981593,0.04871337680742987,0.1659366915395303
2006-10-01,0.13558351610812325,0.05211689205615099,0.19037953602256444
2006-11-01,0.08422619290318037,0.06279846060881761,0.20431032053021309
2006-12-01,0.14513056154305018,0.036495067479981526,0.14455181263538477
2007-01-01,0.1422498454062448,0.0413863510448884,0.18459626028439022
2007-02-01,0.17597872985712565,0.04496965430817239,0.13816533185368216
2007-03-01,0.10819018631893824,0.04931358274846898,0.11817062444903025
2007-04-01,0.12430816316995766,0.05683639946460989,0.1735811338962626
2007-05-01,0.09613936516607277,0.04243673177559871,0.12272288127769242
2007-06-01,0.07478378234808852,0.04235884655610942,0.12089881946977721
2007-07-01,0.08726935192457945,0.03902377591520371,0.12869854709544265
2007-08-01,0.109959735393506,0.037406311577123465,0.11623204540393577
2007-09-01,0.11502019284824891,0.06734695899958046,0.16421547647884424
2007-10-01,0.1123091709525205,0.0725462764653688,0.1643976959225058
2007-11-01,0.0929586711280641,0.034533963229658855,0.10887802398556654
2007-12-01,0.1374818155939653,0.06937454199753,0.13398830549867177
2008-01-01,0.12456113828442307,0.06164526995879642,0.1616183997906001
2008-02-01,0.14621665915961918,0.06753466522906477,0.16933212837754352
2008-03-01,0.09920019028975034,0.04792138073130226,0.11321975792067572
2008-04-01,0.14348759715038706,0.0518151418420046,0.14057389733367348
2008-05-01,0.1558306018866053,0.07212851503338119,0.14008759516678682
2008-06-01,0.09698533297691213,0.046213427724414224,0.10714358954530176
2008-07-01,0.09180171425937898,0.04879226733315719,0.12822039855367487
2008-08-01,0.14538918616654636,0.06261773669490306,0.1624549810894036
2008-09-01,0.1222842420478186,0.09416353595838876,0.1355914182607222
2008-10-01,0.11599316894231743,0.05863178416493587,0.1764370669687427
2008-11-01,0.08057038998830383,0.04870989960253401,0.11469008411395726
2008-12-01,0.12178177339302848,0.061311679174999974,0.135338241604861
2009-01-01,0.13153496865227934,0.056176789539355815,0.1627235266078425
2009-02-01,0.12810752092520494,0.06173530056678025,0.15471072145825915
2009-03-01,0.11730181640074194,0.08240830353219984,0.13701321825469565
2009-04-01,0.14803469973651195,0.07114605979716229,0.14826234940923727
2009-05-01,0.12103161976917648,0.07078260385891232,0.16484191796249698
2009-06-01,0.15317022474766487,0.07746466945728772,0.1317901028448508
2009-07-01,0.10803576992480175,0.07836570425116313,0.1629566613239106
2009-08-01,0.10072637352444991,0.05109830879024803,0.11647890513403604
2009-09-01,0.17045506227463422,0.07141458485256728,0.12983032397402938
2009-10-01,0.13376508592892253,0.08138873566436836,0.1424432445187388
2009-11-01,0.12168029856589944,0.07598792790007645,0.14494903373000376
2009-12-01,0.10505389799419827,0.0697724808466898,0.15459809073073624
2010-01-01,0.14728241769996797,0.05645329110718705,0.17946920898326912
2010-02-01,0.14073875050066167,0.05736780855108459,0.16256089462400022
2010-03-01,0.14375061591665925,0.07715475429547332,0.1307283358389955
2010-04-01,0.1419198755530961,0.08202125654492982,0.17984845189133078
2010-05-01,0.1318522140813943,0.08510452383327688,0.14246476771693
2010-06-01,0.13483414006494535,0.07706479461513369,0.13569688506995964
2010-07-01,0.13674064170867226,0.06779648247274463,0.16027508699738763
2010-08-01,0.13063803297796564,0.07151190847247504,0.1508812240249692
2010-09-01,0.12693695069525526,0.06937812767663687,0.14211296907514426
2010-10-01,0.11108738154682808,0.09383308753660054,0.14521409003752964
2010-11-01,0.12710777313308935,0.08930217779871506,0.1240477619810011
2010-12-01,0.12713393454020971,0.08071154817462604,0.1261511947536428
2011-01-01,0.1488976369440463,0.07242702050106403,0.13955188160671453
2011-02-01,0.156253944458031,0.08396593217199837,0.1538365750838999
2011-03-01,0.13672031995607775,0.0926618612898752,0.138902810187148
2011-04-01,0.1435165479970356,0.1000048143505696,0.14398497295370427
2011-05-01,0.13469363518985172,0.08723941512030542,0.15162926512035746
2011-06-01,0.13205320183709116,0.08346659629230789,0.14067830615735194
2011-07-01,0.13347459193147104,0.08697702094727504,0.14692888172215166
2011-08-01,0.14956469238291006,0.08014049451633444,0.1500117201606857
2011-09-01,0.1367008609012762,0.09636035322115612,0.15226509695719245
2011-10-01,0.14670991362087604,0.09249225709748815,0.1335350633871304
2011-11-01,0.13184574522976922,0.09915011078860213,0.13841913590145075
2011-12-01,0.10481431830225602,0.07062033942803092,0.11349589837928506
2012-01-01,0.139314407384649,0.10279384012394481,0.1355068108731518
2012-02-01,0.13961403318722332,0.1007214033580741,0.14049426133829113
2012-03-01,0.09064118122066715,0.0629668839240396,0.10457488997578106
2012-04-01,0.10504221190776568,0.07335736241340997,0.09989556600489632
2012-05-01,0.10641619761551299,0.06741917216043704,0.10107582407294016
2012-06-01,0.13846315797613626,0.11480011836189107,0.13473055783799318
2012-07-01,0.12575743721864294,0.09248979906736088,0.1563601018853069
2012-08-01,0.12747087089633757,0.10038931959118733,0.1559798411582633
2012-09-01,0.12833272577835786,0.10137779950470385,0.1674097010899748
2012-10-01,0.1410691509604856,0.10182936781412395,0.13878748066639157
